id,imdb_rating,imdb_votes,number_in_season,number_in_series,original_air_date,original_air_year,season,title,us_viewers_in_millions,views,weekday_num,weekday_name,year,month,trend_slope,viewers_type
390,7.0,672.0,12,390,2007-02-11,2007,18,Little Big Girl,8.27,52730.0,6,Sunday,2007,2,-0.1371146245059288,Individual Viewers (Millions)
392,7.1,644.0,14,392,2007-03-04,2007,18,Yokel Chords,9.09,41561.0,6,Sunday,2007,3,-0.1371146245059288,Individual Viewers (Millions)
394,7.2,610.0,16,394,2007-03-25,2007,18,Homerazzi,6.91,42602.0,6,Sunday,2007,3,-0.1371146245059288,Individual Viewers (Millions)
397,7.1,542.0,19,397,2007-05-06,2007,18,Crook and Ladder,7.72,46262.0,6,Sunday,2007,5,-0.1371146245059288,Individual Viewers (Millions)
399,8.1,1179.0,21,399,2007-05-20,2007,18,24 Minutes,9.8,45026.0,6,Sunday,2007,5,-0.1371146245059288,Individual Viewers (Millions)
402,6.7,684.0,2,402,2007-09-30,2007,19,The Homer of Seville,8.4,33792.0,6,Sunday,2007,9,-0.1985338345864664,Individual Viewers (Millions)
406,6.7,591.0,6,406,2007-11-11,2007,19,Little Orphan Millie,10.57,39369.0,6,Sunday,2007,11,-0.1985338345864664,Individual Viewers (Millions)
408,7.1,673.0,8,408,2007-11-25,2007,19,Funeral for a Fiend,9.0,42596.0,6,Sunday,2007,11,-0.1985338345864664,Individual Viewers (Millions)
410,6.9,633.0,10,410,2008-01-06,2008,19,E Pluribus Wiggum,8.2,44512.0,6,Sunday,2008,1,-0.1985338345864664,Individual Viewers (Millions)
413,7.7,788.0,13,413,2008-03-02,2008,19,The Debarted,8.18,42141.0,6,Sunday,2008,3,-0.1985338345864664,Individual Viewers (Millions)
415,6.7,580.0,15,415,2008-03-30,2008,19,Smoke on the Daughter,7.1,41735.0,6,Sunday,2008,3,-0.1985338345864664,Individual Viewers (Millions)
417,6.9,601.0,17,417,2008-04-27,2008,19,Apocalypse Cow,7.69,41118.0,6,Sunday,2008,4,-0.1985338345864664,Individual Viewers (Millions)
419,7.1,613.0,19,419,2008-05-11,2008,19,Mona Leaves-a,6.02,39443.0,6,Sunday,2008,5,-0.1985338345864664,Individual Viewers (Millions)
422,6.9,681.0,2,422,2008-10-05,2008,20,Lost Verizon,7.43,38186.0,6,Sunday,2008,10,-0.17758441558441557,Individual Viewers (Millions)
424,7.1,757.0,4,424,2008-11-02,2008,20,Treehouse of Horror XIX,12.48,21509.0,6,Sunday,2008,11,-0.17758441558441557,Individual Viewers (Millions)
77,7.2,1105.0,18,77,1993-04-01,1993,4,So It's Come to This: A Simpsons Clip Show,25.5,49139.0,3,Thursday,1993,4,0.008752117447769443,Household Viewers (Millions)
433,7.2,652.0,13,433,2009-03-15,2009,20,Gone Maggie Gone,5.99,43663.0,6,Sunday,2009,3,-0.17758441558441557,Individual Viewers (Millions)
438,7.0,554.0,18,438,2009-04-26,2009,20,Father Knows Worst,5.94,42390.0,6,Sunday,2009,4,-0.17758441558441557,Individual Viewers (Millions)
440,6.3,591.0,20,440,2009-05-10,2009,20,Four Great Women and a Manicure,5.16,44718.0,6,Sunday,2009,5,-0.17758441558441557,Individual Viewers (Millions)
442,7.1,698.0,1,442,2009-09-27,2009,21,Homer the Whopper,8.31,39936.0,6,Sunday,2009,9,-0.1711363636363636,Individual Viewers (Millions)
448,6.8,529.0,7,448,2009-11-29,2009,21,Rednecks and Broomsticks,9.02,37909.0,6,Sunday,2009,11,-0.1711363636363636,Individual Viewers (Millions)
450,6.8,481.0,9,450,2010-01-03,2010,21,Thursdays with Abie,8.65,36227.0,6,Sunday,2010,1,-0.1711363636363636,Individual Viewers (Millions)
452,7.1,532.0,11,452,2010-01-31,2010,21,Million Dollar Maybe,5.11,40854.0,6,Sunday,2010,1,-0.1711363636363636,Individual Viewers (Millions)
455,7.1,480.0,14,455,2010-03-14,2010,21,Postcards from the Wedge,5.23,41357.0,6,Sunday,2010,3,-0.1711363636363636,Individual Viewers (Millions)
457,5.7,675.0,16,457,2010-03-28,2010,21,The Greatest Story Ever D'ohed,5.69,44070.0,6,Sunday,2010,3,-0.1711363636363636,Individual Viewers (Millions)
462,6.9,491.0,21,462,2010-05-09,2010,21,Moe Letter Blues,5.66,40904.0,6,Sunday,2010,5,-0.1711363636363636,Individual Viewers (Millions)
464,6.6,507.0,23,464,2010-05-23,2010,21,Judge Me Tender,5.74,41830.0,6,Sunday,2010,5,-0.1711363636363636,Individual Viewers (Millions)
466,6.8,506.0,2,466,2010-10-03,2010,22,Loan-a Lisa,8.59,35051.0,6,Sunday,2010,10,-0.16637492941840787,Individual Viewers (Millions)
469,7.2,482.0,5,469,2010-11-14,2010,22,"Lisa Simpson, This Isn't Your Life",8.97,40637.0,6,Sunday,2010,11,-0.16637492941840787,Individual Viewers (Millions)
472,6.9,564.0,8,472,2010-12-05,2010,22,The Fight Before Christmas,9.54,43781.0,6,Sunday,2010,12,-0.16637492941840787,Individual Viewers (Millions)
473,7.0,528.0,9,473,2010-12-12,2010,22,Donnie Fatso,7.18,40276.0,6,Sunday,2010,12,-0.16637492941840787,Individual Viewers (Millions)
476,7.0,486.0,12,476,2011-01-23,2011,22,Homer the Father,6.5,42691.0,6,Sunday,2011,1,-0.16637492941840787,Individual Viewers (Millions)
478,7.2,559.0,14,478,2011-02-20,2011,22,Angry Dad: The Movie,6.35,42693.0,6,Sunday,2011,2,-0.16637492941840787,Individual Viewers (Millions)
480,6.1,481.0,16,480,2011-03-13,2011,22,A Midsummer's Nice Dream,5.44,38893.0,6,Sunday,2011,3,-0.16637492941840787,Individual Viewers (Millions)
482,7.0,491.0,18,482,2011-04-10,2011,22,The Great Simpsina,4.99,41560.0,6,Sunday,2011,4,-0.16637492941840787,Individual Viewers (Millions)
485,7.3,505.0,21,485,2011-05-15,2011,22,500 Keys,6.0,46660.0,6,Sunday,2011,5,-0.16637492941840787,Individual Viewers (Millions)
487,7.2,672.0,1,487,2011-09-25,2011,23,The Falcon and the D'ohman,8.08,39209.0,6,Sunday,2011,9,-0.1660304912478825,Individual Viewers (Millions)
489,6.6,654.0,3,489,2011-10-30,2011,23,Treehouse of Horror XXII,8.1,63816.0,6,Sunday,2011,10,-0.1660304912478825,Individual Viewers (Millions)
491,7.2,562.0,5,491,2011-11-13,2011,23,The Food Wife,7.5,42746.0,6,Sunday,2011,11,-0.1660304912478825,Individual Viewers (Millions)
494,6.2,476.0,8,494,2011-12-04,2011,23,The Ten-Per-Cent Solution,9.01,39002.0,6,Sunday,2011,12,-0.1660304912478825,Individual Viewers (Millions)
496,6.1,549.0,10,496,2012-01-08,2012,23,"Politically Inept, with Homer Simpson",5.07,44074.0,6,Sunday,2012,1,-0.1660304912478825,Individual Viewers (Millions)
498,5.7,562.0,12,498,2012-01-29,2012,23,Moe Goes from Rags to Riches,5.12,39838.0,6,Sunday,2012,1,-0.1660304912478825,Individual Viewers (Millions)
447,6.7,543.0,6,447,2009-11-22,2009,21,Pranks and Greens,7.03,,6,Sunday,2009,11,-0.1711363636363636,Individual Viewers (Millions)
91,8.5,1274.0,10,91,1993-12-16,1993,5,"$pringfield (or, How I Learned to Stop Worrying and Love Legalized Gambling)",17.9,82216.0,3,Thursday,1993,12,-0.22907961603613758,Household Viewers (Millions)
504,7.1,470.0,18,504,2012-04-15,2012,23,Beware My Cheating Bart,4.86,43422.0,6,Sunday,2012,4,-0.1660304912478825,Individual Viewers (Millions)
506,6.9,405.0,20,506,2012-05-06,2012,23,The Spy Who Learned Me,4.84,43544.0,6,Sunday,2012,5,-0.1660304912478825,Individual Viewers (Millions)
508,4.5,1215.0,22,508,2012-05-20,2012,23,Lisa Goes Gaga,4.82,44434.0,6,Sunday,2012,5,-0.1660304912478825,Individual Viewers (Millions)
513,6.3,426.0,5,513,2012-11-18,2012,24,Penny-Wiseguys,5.06,36897.0,6,Sunday,2012,11,-0.15142857142857152,Individual Viewers (Millions)
516,7.2,441.0,8,516,2012-12-16,2012,24,To Cur with Love,3.77,40726.0,6,Sunday,2012,12,-0.15142857142857152,Individual Viewers (Millions)
518,7.0,408.0,10,518,2013-01-13,2013,24,A Test Before Trying,5.04,41542.0,6,Sunday,2013,1,-0.15142857142857152,Individual Viewers (Millions)
520,6.5,471.0,12,520,2013-02-10,2013,24,Love is a Many-Splintered Thing,4.19,41828.0,6,Sunday,2013,2,-0.15142857142857152,Individual Viewers (Millions)
522,6.2,423.0,14,522,2013-03-03,2013,24,Gorgeous Grampa,4.66,39510.0,6,Sunday,2013,3,-0.15142857142857152,Individual Viewers (Millions)
525,6.5,425.0,17,525,2013-04-14,2013,24,What Animated Women Want,4.11,43471.0,6,Sunday,2013,4,-0.15142857142857152,Individual Viewers (Millions)
527,6.8,371.0,19,527,2013-05-05,2013,24,Whiskey Business,4.43,42810.0,6,Sunday,2013,5,-0.15142857142857152,Individual Viewers (Millions)
531,7.0,635.0,1,531,2013-09-29,2013,25,Homerland,6.37,47531.0,6,Sunday,2013,9,-0.15908526256352343,Individual Viewers (Millions)
534,6.7,489.0,4,534,2013-11-10,2013,25,YOLO,4.2,44551.0,6,Sunday,2013,11,-0.15908526256352343,Individual Viewers (Millions)
536,6.5,468.0,6,536,2013-11-24,2013,25,The Kid Is All Right,6.78,39590.0,6,Sunday,2013,11,-0.15908526256352343,Individual Viewers (Millions)
538,6.5,449.0,8,538,2013-12-15,2013,25,White Christmas Blues,8.48,39290.0,6,Sunday,2013,12,-0.15908526256352343,Individual Viewers (Millions)
541,7.2,431.0,11,541,2014-01-26,2014,25,Specs and the City,3.87,44119.0,6,Sunday,2014,1,-0.15908526256352343,Individual Viewers (Millions)
543,6.7,468.0,13,543,2014-03-09,2014,25,The Man Who Grew Too Much,3.75,44512.0,6,Sunday,2014,3,-0.15908526256352343,Individual Viewers (Millions)
545,7.0,414.0,15,545,2014-03-23,2014,25,The War of Art,3.98,41726.0,6,Sunday,2014,3,-0.15908526256352343,Individual Viewers (Millions)
547,6.5,415.0,17,547,2014-04-06,2014,25,Luca$,4.3,45184.0,6,Sunday,2014,4,-0.15908526256352343,Individual Viewers (Millions)
550,7.7,705.0,20,550,2014-05-04,2014,25,Brick Like Me,4.39,65613.0,6,Sunday,2014,5,-0.15908526256352343,Individual Viewers (Millions)
552,6.7,416.0,22,552,2014-05-18,2014,25,The Yellow Badge of Cowardge,3.28,46408.0,6,Sunday,2014,5,-0.15908526256352343,Individual Viewers (Millions)
554,6.9,490.0,2,554,2014-10-05,2014,26,The Wreck of the Relationship,4.27,38411.0,6,Sunday,2014,10,-0.22591756070016963,Individual Viewers (Millions)
557,6.3,442.0,5,557,2014-11-02,2014,26,Opposites A-Frack,4.22,36410.0,6,Sunday,2014,11,-0.22591756070016963,Individual Viewers (Millions)
559,6.9,456.0,7,559,2014-11-16,2014,26,Blazed and Confused,6.7,43513.0,6,Sunday,2014,11,-0.22591756070016963,Individual Viewers (Millions)
562,6.8,578.0,10,562,2015-01-04,2015,26,The Man Who Came to Be Dinner,10.62,36622.0,6,Sunday,2015,1,-0.22591756070016963,Individual Viewers (Millions)
564,5.8,439.0,12,564,2015-01-25,2015,26,The Musk Who Fell to Earth,3.29,35848.0,6,Sunday,2015,1,-0.22591756070016963,Individual Viewers (Millions)
570,6.7,334.0,18,570,2015-04-19,2015,26,Peeping Mom,3.23,40157.0,6,Sunday,2015,4,-0.22591756070016963,Individual Viewers (Millions)
9,7.5,1578.0,9,9,1990-03-18,1990,1,Life on the Fast Lane,33.5,64776.0,6,Sunday,1990,3,0.49670329670329777,Household Viewers (Millions)
11,7.8,1539.0,11,11,1990-04-15,1990,1,The Crepes of Wrath,31.2,60458.0,6,Sunday,1990,4,0.49670329670329777,Household Viewers (Millions)
13,7.9,1567.0,13,13,1990-05-13,1990,1,Some Enchanted Evening,27.1,57590.0,6,Sunday,1990,5,0.49670329670329777,Household Viewers (Millions)
15,8.3,1588.0,2,15,1990-10-18,1990,2,Simpson and Delilah,29.9,58553.0,3,Thursday,1990,10,-0.49943534726143546,Household Viewers (Millions)
16,8.2,1786.0,3,16,1990-10-25,1990,2,Treehouse of Horror,27.4,130282.0,3,Thursday,1990,10,-0.49943534726143546,Household Viewers (Millions)
18,7.5,1381.0,5,18,1990-11-08,1990,2,Dancin' Homer,26.1,49005.0,3,Thursday,1990,11,-0.49943534726143546,Household Viewers (Millions)
20,7.7,1324.0,7,20,1990-11-22,1990,2,Bart vs. Thanksgiving,25.9,47539.0,3,Thursday,1990,11,-0.49943534726143546,Household Viewers (Millions)
22,8.1,1402.0,9,22,1990-12-20,1990,2,Itchy & Scratchy & Marge,22.2,55413.0,3,Thursday,1990,12,-0.49943534726143546,Household Viewers (Millions)
25,8.2,1392.0,12,25,1991-01-31,1991,2,The Way We Was,26.8,51182.0,3,Thursday,1991,1,-0.49943534726143546,Household Viewers (Millions)
27,7.5,1241.0,14,27,1991-02-14,1991,2,Principal Charming,23.9,46823.0,3,Thursday,1991,2,-0.49943534726143546,Household Viewers (Millions)
29,7.5,1264.0,16,29,1991-03-07,1991,2,"Bart's Dog Gets an ""F""",23.9,47780.0,3,Thursday,1991,3,-0.49943534726143546,Household Viewers (Millions)
33,7.9,1246.0,20,33,1991-05-02,1991,2,The War of the Simpsons,19.7,51997.0,3,Thursday,1991,5,-0.49943534726143546,Household Viewers (Millions)
573,6.8,335.0,21,573,2015-05-10,2015,26,Bull-E,2.77,43978.0,6,Sunday,2015,5,-0.22591756070016963,Individual Viewers (Millions)
576,6.7,395.0,2,576,2015-10-04,2015,27,Cue Detective,6.02,178.0,6,Sunday,2015,10,-0.13258610954263153,Individual Viewers (Millions)
580,6.8,335.0,6,580,2015-11-08,2015,27,Friend with Benefit,3.48,175.0,6,Sunday,2015,11,-0.13258610954263153,Individual Viewers (Millions)
583,8.4,698.0,9,583,2015-12-13,2015,27,Barthood,5.97,182.0,6,Sunday,2015,12,-0.13258610954263153,Individual Viewers (Millions)
585,6.8,309.0,11,585,2016-01-10,2016,27,Teenage Mutant Milk-Caused Hurdles,8.33,172.0,6,Sunday,2016,1,-0.13258610954263153,Individual Viewers (Millions)
588,6.6,293.0,14,588,2016-02-21,2016,27,Gal of Constant Sorrow,3.1,144.0,6,Sunday,2016,2,-0.13258610954263153,Individual Viewers (Millions)
590,7.3,262.0,16,590,2016-03-13,2016,27,The Marge-ian Chronicles,3.07,201.0,6,Sunday,2016,3,-0.13258610954263153,Individual Viewers (Millions)
593,7.1,229.0,19,593,2016-04-24,2016,27,Fland Canyon,2.77,192.0,6,Sunday,2016,4,-0.13258610954263153,Individual Viewers (Millions)
595,6.4,227.0,21,595,2016-05-15,2016,27,Simprovised,2.8,228.0,6,Sunday,2016,5,-0.13258610954263153,Individual Viewers (Millions)
1,8.2,3734.0,1,1,1989-12-17,1989,1,Simpsons Roasting on an Open Fire,26.7,171408.0,6,Sunday,1989,12,0.49670329670329777,Household Viewers (Millions)
2,7.8,1973.0,2,2,1990-01-14,1990,1,Bart the Genius,24.5,91423.0,6,Sunday,1990,1,0.49670329670329777,Household Viewers (Millions)
4,7.8,1701.0,4,4,1990-01-28,1990,1,There's No Disgrace Like Home,20.2,67378.0,6,Sunday,1990,1,0.49670329670329777,Household Viewers (Millions)
6,7.6,1674.0,6,6,1990-02-11,1990,1,Moaning Lisa,27.4,55355.0,6,Sunday,1990,2,0.49670329670329777,Household Viewers (Millions)
8,7.7,1580.0,8,8,1990-02-25,1990,1,The Telltale Head,28.0,66311.0,6,Sunday,1990,2,0.49670329670329777,Household Viewers (Millions)
34,8.4,1379.0,21,34,1991-05-09,1991,2,Three Men and a Comic Book,21.0,50403.0,3,Thursday,1991,5,-0.49943534726143546,Household Viewers (Millions)
36,8.6,1798.0,1,36,1991-09-19,1991,3,Stark Raving Dad,22.9,55238.0,3,Thursday,1991,9,-0.06852173913043466,Household Viewers (Millions)
38,8.2,1302.0,3,38,1991-10-03,1991,3,When Flanders Failed,22.8,53499.0,3,Thursday,1991,10,-0.06852173913043466,Household Viewers (Millions)
40,8.5,1452.0,5,40,1991-10-17,1991,3,Homer Defined,20.6,50601.0,3,Thursday,1991,10,-0.06852173913043466,Household Viewers (Millions)
78,8.1,1122.0,19,78,1993-04-15,1993,4,The Front,20.1,53404.0,3,Thursday,1993,4,0.008752117447769443,Household Viewers (Millions)
73,8.1,1176.0,14,73,1993-02-04,1993,4,Brother from the Same Planet,23.8,59040.0,3,Thursday,1993,2,0.008752117447769443,Household Viewers (Millions)
86,8.7,1437.0,5,86,1993-10-28,1993,5,Treehouse of Horror IV,24.0,110251.0,3,Thursday,1993,10,-0.22907961603613758,Household Viewers (Millions)
71,9.0,2028.0,12,71,1993-01-14,1993,4,Marge vs. the Monorail,23.0,88171.0,3,Thursday,1993,1,0.008752117447769443,Household Viewers (Millions)
74,8.3,1268.0,15,74,1993-02-11,1993,4,I Love Lisa,25.2,62309.0,3,Thursday,1993,2,0.008752117447769443,Household Viewers (Millions)
90,8.4,1308.0,9,90,1993-12-09,1993,5,The Last Temptation of Homer,20.6,59350.0,3,Thursday,1993,12,-0.22907961603613758,Household Viewers (Millions)
54,7.7,1165.0,19,54,1992-03-12,1992,3,Dog of Death,23.4,49665.0,3,Thursday,1992,3,-0.06852173913043466,Household Viewers (Millions)
42,8.2,1369.0,7,42,1991-10-31,1991,3,Treehouse of Horror II,20.0,103012.0,3,Thursday,1991,10,-0.06852173913043466,Household Viewers (Millions)
43,7.9,1243.0,8,43,1991-11-07,1991,3,Lisa's Pony,23.0,53093.0,3,Thursday,1991,11,-0.06852173913043466,Household Viewers (Millions)
66,7.8,1163.0,7,66,1992-11-05,1992,4,Marge Gets a Job,22.9,69527.0,3,Thursday,1992,11,0.008752117447769443,Household Viewers (Millions)
47,8.2,1213.0,12,47,1991-12-26,1991,3,I Married Marge,21.9,47880.0,3,Thursday,1991,12,-0.06852173913043466,Household Viewers (Millions)
76,9.0,1827.0,17,76,1993-03-11,1993,4,Last Exit to Springfield,22.4,71907.0,3,Thursday,1993,3,0.008752117447769443,Household Viewers (Millions)
49,8.0,1179.0,14,49,1992-01-23,1992,3,Lisa the Greek,23.2,49457.0,3,Thursday,1992,1,-0.06852173913043466,Household Viewers (Millions)
57,7.7,1176.0,22,57,1992-04-23,1992,3,The Otto Show,17.5,50068.0,3,Thursday,1992,4,-0.06852173913043466,Household Viewers (Millions)
85,8.9,1479.0,4,85,1993-10-21,1993,5,Rosebud,19.5,57149.0,3,Thursday,1993,10,-0.22907961603613758,Household Viewers (Millions)
50,8.0,1176.0,15,50,1992-02-06,1992,3,Homer Alone,23.7,58991.0,3,Thursday,1992,2,-0.06852173913043466,Household Viewers (Millions)
52,8.6,1637.0,17,52,1992-02-20,1992,3,Homer at the Bat,24.6,72378.0,3,Thursday,1992,2,-0.06852173913043466,Household Viewers (Millions)
79,8.1,1234.0,20,79,1993-04-29,1993,4,Whacking Day,20.0,60739.0,3,Thursday,1993,4,0.008752117447769443,Household Viewers (Millions)
63,7.8,1194.0,4,63,1992-10-15,1992,4,Lisa the Beauty Queen,19.0,52203.0,3,Thursday,1992,10,0.008752117447769443,Household Viewers (Millions)
81,8.2,1269.0,22,81,1993-05-13,1993,4,Krusty Gets Kancelled,19.4,59948.0,3,Thursday,1993,5,0.008752117447769443,Household Viewers (Millions)
56,8.2,1233.0,21,56,1992-04-09,1992,3,Black Widower,17.3,57582.0,3,Thursday,1992,4,-0.06852173913043466,Household Viewers (Millions)
61,8.1,1339.0,2,61,1992-10-01,1992,4,A Streetcar Named Marge,18.3,54487.0,3,Thursday,1992,10,0.008752117447769443,Household Viewers (Millions)
64,8.4,1394.0,5,64,1992-10-29,1992,4,Treehouse of Horror III,25.1,108171.0,3,Thursday,1992,10,0.008752117447769443,Household Viewers (Millions)
68,8.8,1595.0,9,68,1992-11-19,1992,4,Mr. Plow,24.0,63564.0,3,Thursday,1992,11,0.008752117447769443,Household Viewers (Millions)
94,8.3,1171.0,13,94,1994-02-10,1994,5,Homer and Apu,21.8,58716.0,3,Thursday,1994,2,-0.22907961603613758,Household Viewers (Millions)
97,8.5,1191.0,16,97,1994-03-17,1994,5,Homer Loves Flanders,18.0,69996.0,3,Thursday,1994,3,-0.22907961603613758,Household Viewers (Millions)
99,8.4,1143.0,18,99,1994-04-14,1994,5,Burns' Heir,14.7,81678.0,3,Thursday,1994,4,-0.22907961603613758,Household Viewers (Millions)
137,8.0,1023.0,9,137,1995-11-26,1995,7,Sideshow Bob's Last Gleaming,14.2,61246.0,6,Sunday,1995,11,-0.17453846153846134,Household Viewers (Millions)
113,8.0,1060.0,10,113,1994-12-04,1994,6,Grampa vs. Sexual Inadequacy,14.1,64719.0,6,Sunday,1994,12,-0.1333076923076921,Household Viewers (Millions)
147,8.2,1103.0,19,147,1996-03-24,1996,7,A Fish Called Selma,12.9,57830.0,6,Sunday,1996,3,-0.17453846153846134,Household Viewers (Millions)
117,8.6,1221.0,14,117,1995-02-05,1995,6,Bart's Comet,18.7,67619.0,6,Sunday,1995,2,-0.1333076923076921,Household Viewers (Millions)
131,8.3,1088.0,3,131,1995-10-01,1995,7,Home Sweet Homediddly-Dum-Doodily,14.5,70120.0,6,Sunday,1995,10,-0.17453846153846134,Household Viewers (Millions)
142,7.7,962.0,14,142,1996-02-04,1996,7,Scenes from the Class Struggle in Springfield,14.4,58572.0,6,Sunday,1996,2,-0.17453846153846134,Household Viewers (Millions)
119,8.5,1353.0,16,119,1995-02-19,1995,6,Bart vs. Australia,15.1,80724.0,6,Sunday,1995,2,-0.1333076923076921,Household Viewers (Millions)
135,9.0,1633.0,7,135,1995-11-05,1995,7,King-Size Homer,17.0,81426.0,6,Sunday,1995,11,-0.17453846153846134,Household Viewers (Millions)
103,8.0,1060.0,22,103,1994-05-19,1994,5,Secrets of a Successful Marriage,15.6,67959.0,3,Thursday,1994,5,-0.22907961603613758,Household Viewers (Millions)
105,8.1,1156.0,2,105,1994-09-11,1994,6,Lisa's Rival,16.7,54225.0,6,Sunday,1994,9,-0.1333076923076921,Household Viewers (Millions)
121,8.5,1223.0,18,121,1995-03-05,1995,6,A Star Is Burns,14.4,71936.0,6,Sunday,1995,3,-0.1333076923076921,Household Viewers (Millions)
122,8.3,1190.0,19,122,1995-03-19,1995,6,Lisa's Wedding,14.4,74266.0,6,Sunday,1995,3,-0.1333076923076921,Household Viewers (Millions)
106,6.0,1051.0,3,106,1994-09-25,1994,6,Another Simpsons Clip Show,13.5,42576.0,6,Sunday,1994,9,-0.1333076923076921,Household Viewers (Millions)
133,8.5,1288.0,5,133,1995-10-15,1995,7,Lisa the Vegetarian,14.6,69245.0,6,Sunday,1995,10,-0.17453846153846134,Household Viewers (Millions)
124,8.1,1004.0,21,124,1995-04-16,1995,6,The PTA Disbands,11.8,74788.0,6,Sunday,1995,4,-0.1333076923076921,Household Viewers (Millions)
108,8.3,1142.0,5,108,1994-10-09,1994,6,Sideshow Bob Roberts,14.4,76932.0,6,Sunday,1994,10,-0.1333076923076921,Household Viewers (Millions)
110,8.0,1150.0,7,110,1994-11-06,1994,6,Bart's Girlfriend,15.3,62450.0,6,Sunday,1994,11,-0.1333076923076921,Household Viewers (Millions)
129,8.9,1497.0,1,129,1995-09-17,1995,7,Who Shot Mr. Burns? (Part Two),16.0,67579.0,6,Sunday,1995,9,-0.17453846153846134,Household Viewers (Millions)
126,8.2,1003.0,23,126,1995-05-07,1995,6,The Springfield Connection,12.7,79777.0,6,Sunday,1995,5,-0.1333076923076921,Household Viewers (Millions)
145,8.9,1609.0,17,145,1996-02-25,1996,7,Homer the Smithers,14.1,68354.0,6,Sunday,1996,2,-0.17453846153846134,Household Viewers (Millions)
112,9.0,1655.0,9,112,1994-11-27,1994,6,Homer Badman,17.0,71577.0,6,Sunday,1994,11,-0.1333076923076921,Household Viewers (Millions)
115,8.9,1457.0,12,115,1995-01-08,1995,6,Homer the Great,20.1,71002.0,6,Sunday,1995,1,-0.1333076923076921,Household Viewers (Millions)
138,7.5,1038.0,10,138,1995-12-03,1995,7,The Simpsons 138th Episode Spectacular,16.4,56153.0,6,Sunday,1995,12,-0.17453846153846134,Household Viewers (Millions)
141,8.7,1264.0,13,141,1996-01-14,1996,7,Two Bad Neighbors,16.5,64224.0,6,Sunday,1996,1,-0.17453846153846134,Household Viewers (Millions)
